Entry,localization,annotation_grade
Q969E8,cytoplasmic,annotations_grade_3
Q969E8,nucleoplasm,annotations_grade_3
P33981,centrosome,annotations_grade_3
P33981,cytoplasmic,annotations_grade_3
P33981,nucleoplasm,annotations_grade_3
P68363,cytoplasmic,annotations_grade_3
P68371,cytoplasmic,annotations_grade_3
P68371,cytoskeleton,annotations_grade_3
P23258,centrosome,annotations_grade_3
P23258,cytoplasmic,annotations_grade_3
P23258,nucleoplasm,annotations_grade_3
P26368,nuclear_punctae,annotations_grade_3
O15042,chromatin,annotations_grade_3
P22314,nucleoplasm,annotations_grade_3
Q9GZZ9,cytoplasmic,annotations_grade_3
P62987,nucleoplasm,annotations_grade_3
P62987,cytoplasmic,annotations_grade_3
P0CG47,cytoplasmic,annotations_grade_3
P0CG47,nucleoplasm,annotations_grade_3
P0CG48,nucleoplasm,annotations_grade_3
P0CG48,cytoplasmic,annotations_grade_3
P61081,nucleoplasm,annotations_grade_3
P17480,nucleolus_fc_dfc,annotations_grade_3
P17480,nucleoplasm,annotations_grade_3
Q9Y3C8,nucleoplasm,annotations_grade_3
Q9Y3C8,cytoplasmic,annotations_grade_3
O60701,nucleoplasm,annotations_grade_3
O60701,cytoplasmic,annotations_grade_3
O75385,vesicles,annotations_grade_3
Q6PHR2,vesicles,annotations_grade_3
Q92900,cytoplasmic,annotations_grade_3
O94782,nucleoplasm,annotations_grade_3
Q14694,cytoplasmic,annotations_grade_3
Q9UPT9,nucleoplasm,annotations_grade_3
Q9P275,nucleolus_gc,annotations_grade_3
Q93009,nuclear_punctae,annotations_grade_3
Q9BVJ6,nucleolus_gc,annotations_grade_3
Q969X6,nucleolus_fc_dfc,annotations_grade_3
Q9NYH9,nucleolus_gc,annotations_grade_3
P46939,membrane,annotations_grade_3
Q9P2Y5,cytoplasmic,annotations_grade_3
Q9P2Y5,vesicles,annotations_grade_3
P63027,membrane,annotations_grade_3
P63027,vesicles,annotations_grade_3
Q15836,membrane,annotations_grade_3
Q15836,vesicles,annotations_grade_3
O75379,vesicles,annotations_grade_3
Q9BV40,vesicles,annotations_grade_3
Q9P0L0,er,annotations_grade_3
Q9P0L0,golgi,annotations_grade_3
Q9P0L0,vesicles,annotations_grade_3
O95292,er,annotations_grade_3
O95292,golgi,annotations_grade_3
P50552,focal_adhesions,annotations_grade_3
P18206,focal_adhesions,annotations_grade_3
P18206,cytoplasmic,annotations_grade_3
P18206,cell_contact,annotations_grade_3
P55072,nucleoplasm,annotations_grade_3
P55072,cytoplasmic,annotations_grade_3
P21796,mitochondria,annotations_grade_3
P45880,mitochondria,annotations_grade_3
Q9Y277,mitochondria,annotations_grade_3
P40337,cytoplasmic,annotations_grade_3
P40337,nucleoplasm,annotations_grade_3
P08670,cytoskeleton,annotations_grade_3
Q96GC9,er,annotations_grade_3
Q9H269,vesicles,annotations_grade_3
Q9P253,vesicles,annotations_grade_3
Q9P253,cytoplasmic,annotations_grade_3
Q9BRG1,cytoplasmic,annotations_grade_3
Q9BRG1,nucleoplasm,annotations_grade_3
Q9UK41,vesicles,annotations_grade_3
Q9UBQ0,vesicles,annotations_grade_3
Q96AX1,cytoplasmic,annotations_grade_3
Q96AX1,vesicles,annotations_grade_3
Q96QK1,vesicles,annotations_grade_3
Q86VN1,cytoplasmic,annotations_grade_3
Q86VN1,nucleoplasm,annotations_grade_3
Q9H9H4,cytoplasmic,annotations_grade_3
Q96JC1,vesicles,annotations_grade_3
P49754,cytoplasmic,annotations_grade_3
P49754,vesicles,annotations_grade_3
Q9UN37,vesicles,annotations_grade_3
Q8N3P4,vesicles,annotations_grade_3
Q86Y07,er,annotations_grade_3
Q8IV63,nucleoplasm,annotations_grade_3
Q96AJ9,vesicles,annotations_grade_3
Q9UEU0,vesicles,annotations_grade_3
Q7Z5K2,nucleoplasm,annotations_grade_3
Q92558,cytoplasmic,annotations_grade_3
Q9Y6W5,cytoplasmic,annotations_grade_3
O00401,cytoplasmic,annotations_grade_3
O00401,membrane,annotations_grade_3
Q969T9,vesicles,annotations_grade_3
Q9GZL7,nucleolus_gc,annotations_grade_3
Q9UNX4,nucleolus_gc,annotations_grade_3
O15213,nucleolus_gc,annotations_grade_3
Q8IWA0,nucleolus_gc,annotations_grade_3
Q8TF74,cell_contact,annotations_grade_3
Q8TF74,membrane,annotations_grade_3
Q9H4A3,cytoplasmic,annotations_grade_3
Q9NZC7,golgi,annotations_grade_3
Q9H0M0,cytoplasmic,annotations_grade_3
O14980,nuclear_membrane,annotations_grade_3
Q9C0E2,nuclear_membrane,annotations_grade_3
Q9C0E2,nucleoplasm,annotations_grade_3
Q9C0E2,cytoplasmic,annotations_grade_3
Q9HAV4,nucleoplasm,annotations_grade_3
Q96QU8,cytoplasmic,annotations_grade_3
Q96QU8,nucleoplasm,annotations_grade_3
Q96QU8,nuclear_membrane,annotations_grade_3
O43592,cytoplasmic,annotations_grade_3
O43592,nucleoplasm,annotations_grade_3
P07947,membrane,annotations_grade_3
Q969M3,golgi,annotations_grade_3
Q969M3,vesicles,annotations_grade_3
O15498,cytoplasmic,annotations_grade_3
O15498,nucleoplasm,annotations_grade_3
P31946,cytoplasmic,annotations_grade_3
P62258,cytoplasmic,annotations_grade_3
P61981,centrosome,annotations_grade_3
P61981,cytoplasmic,annotations_grade_3
Q04917,centrosome,annotations_grade_3
Q04917,cytoplasmic,annotations_grade_3
P27348,cytoplasmic,annotations_grade_3
P63104,centrosome,annotations_grade_3
P63104,cytoplasmic,annotations_grade_3
P63104,nucleoplasm,annotations_grade_3
P25490,nucleoplasm,annotations_grade_3
Q9NP64,nucleolus_gc,annotations_grade_3
Q9NP64,nuclear_punctae,annotations_grade_3
Q8N3Z6,nucleolus_gc,annotations_grade_3
Q8N567,nucleolus_gc,annotations_grade_3
Q5BKZ1,nuclear_punctae,annotations_grade_3
Q5BKZ1,nucleolus_gc,annotations_grade_3
Q5BKZ1,nucleoplasm,annotations_grade_3
Q86UK7,cytoplasmic,annotations_grade_3
Q15942,cell_contact,annotations_grade_3
